"SEXEQ" "AGER" "FAMIQ" "RELAT" "PCSPQ" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "ITAVC" "HAVEF" "JNBJD" "CARVP"
"140270" "Sfem" 46 "Fmar" 313 "Pemp" 0 0 2 10 0 35 395634 0 0 1 2236 10 13 26 0 395634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3063 0 6 "Cnon"
"140471" "Sfem" 64 "Fmar" 312 "Pouv" 0 0 1 5 4824 0 0 0 0 1 13541 5 13 8 36000 0 0 0 2 4824 2 4824 0 0 0 0 0 0 0 0 0 1 0 15499 0 0 "Cnon"
"141008" "Sfem" 44 "Fcel" 308 "Pint" 0 0 0 0 0 0 0 0 0 1 801 0 90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 816 0 0 "Cnon"
"141345" "Shom" 47 "Fmar" 305 "Pouv" 0 0 0 11 0 5 8397 8397 0 1 5251 11 13 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 9402 500 16 "Cnon"
"141833" "Sfem" 49 "Fcel" 302 "Pcad" 0 0 1 14 57263 14 35987 0 1810 1 4181 14 13 57 0 34177 0 0 4 57263 2 37630 2 19633 0 0 0 0 0 0 0 1 1 63901 0 0 "Cnon"
"143098" "Sfem" 43 "Fmar" 290 "Pemp" 0 0 0 99 7010 25 116962 0 0 1 109831 56 13 55 18200 116962 0 0 1 7010 0 0 1 7010 0 0 0 0 0 0 24 1 0 10467 0 0 "Cnon"
"146230" "Sfem" 49 "Fcel" 264 "Psan" 0 0 0 0 2577 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2577 0 0 1 2577 0 0 0 0 0 0 NA 0 0 2577 0 0 "Cnon"
"152556" "Sfem" 42 "Fcel" 218 "Pint" 0 0 2 20 126 23 375295 0 0 2 3839 20 13 46 0 375295 0 0 2 126 1 0 1 126 0 0 0 0 0 0 18 1 0 7512 0 3 "Cnon"
"152747" "Shom" 36 "Fcel" 216 "Pemp" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"153817" "Shom" 51 "Fmar" 287 "Pint" 0 0 3 235 259802 2 186894 0 186894 1 17295 150 13 65 6666 0 0 0 4 259802 0 0 4 259802 0 0 0 0 0 0 25 1 0 296358 0 4 "Cnon"
"155682" "Shom" 36 "Fcel" 190 "Pemp" 0 0 1 9 0 8 16224 0 16224 1 12637 9 13 22 34500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 2 1 7341 200 0 "Cnon"
"157277" "Shom" 37 "Fmar" 174 "Pint" 0 0 3 40 164 0 19631 19631 0 1 -11413 40 13 66 0 0 0 0 1 164 0 0 1 164 0 0 0 0 0 0 43 1 0 164 0 84 "Cnon"
"157542" "Sfem" 58 "Fdiv" 173 "Pcad" 0 0 1 14 2909 0 0 0 0 1 20543 14 19 10 0 0 0 0 1 2909 0 0 1 2909 0 0 0 0 0 0 NA 0 0 33602 0 0 "Cnon"
"158514" "Shom" 62 "Fmar" 256 "Pint" 0 0 1 11 41952 0 0 0 0 1 3909 11 13 32 0 0 0 0 3 41952 2 41835 1 117 0 0 0 0 0 0 17 1 0 42845 500 6 "Cnon"
"159554" "Sfem" 57 "Fdiv" 157 "Pemp" 0 0 1 4 1046 11 4668 4668 0 1 2753 4 13 21 10000 0 0 0 1 1046 0 0 1 1046 0 0 0 0 0 0 6 2 1 2119 0 0 "Cnon"
"160982" "Shom" 45 "Fmar" 297 "Pcad" 0 0 1 34 2427 15 571773 0 33126 1 11333 34 14 59 0 538647 0 0 1 2427 1 2427 0 0 0 0 0 0 0 0 28 2 0 24647 0 0 "Cnon"
"162538" "Sfem" 39 "Fcel" 136 "Pcad" 0 0 0 18 47520 0 0 0 0 1 2772 18 13 62 0 0 1 30635 3 47520 2 40653 1 6867 0 0 0 0 0 0 26 1 0 86845 32299 3 "Cnon"
"165062" "Shom" 58 "Fmar" 113 "Pouv" 0 0 6 8 3924 0 0 0 0 1 4226 8 14 21 0 0 0 0 1 3924 0 0 1 3924 0 0 0 0 0 0 0 1 1 6708 0 1 "Cnon"
"165383" "Shom" 32 "Fcel" 110 "Psan" 0 0 0 0 196 0 0 0 0 0 0 0 0 0 0 0 0 0 1 196 0 0 1 196 0 0 0 0 0 0 NA 0 0 196 0 0 "Cnon"
"165999" "Sfem" 30 "Fcel" 105 "Pemp" 0 0 1 13 262451 0 0 0 0 1 6988 6 16 8 0 0 0 0 2 262451 1 229500 1 32951 0 0 0 0 0 0 NA 0 0 263153 0 0 "Cnon"
"166989" "Sfem" 39 "Fcel" 93 "Pemp" 0 0 2 6 1361 0 0 0 0 1 3649 6 13 17 0 0 0 0 1 1361 0 0 1 1361 0 0 0 0 0 0 0 1 1 2791 0 0 "Cnon"
"170421" "Shom" 39 "Fcel" 183 "Pemp" 0 0 1 34 411 3 70849 0 0 1 7459 30 14 62 0 70849 0 0 2 411 0 0 2 411 0 0 0 0 0 0 16 1 0 7755 0 0 "Cnon"
"177059" "Sfem" 55 "Fdiv" 65 "Pemp" 0 0 3 173 233938 1 45453 12718 32735 1 39489 107 13 54 60500 0 0 0 3 233938 2 204256 1 29682 0 0 0 0 0 0 19 1 0 292452 0 0 "Cnon"
"177184" "Shom" 34 "Fcel" 64 "Pemp" 0 0 1 11 9017 0 0 0 0 1 2830 8 13 27 0 0 0 0 1 9017 0 0 1 9017 0 0 0 0 0 0 10 1 0 17742 0 0 "Cnon"
"178526" "Shom" 26 "Fcel" 57 "Psan" 0 0 0 0 0 0 0 0 0 1 110 0 64 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 NA 0 0 23 0 0 "Cnon"
"178529" "Shom" 50 "Finc" 57 "Pcad" 0 0 2 38 15000 21 88295 0 88295 1 15229 31 13 35 3500 0 0 0 1 15000 0 0 1 15000 0 0 0 0 0 0 11 1 0 19418 0 4 "Cnon"
"178708" "Sfem" 49 "Fveu" 77 "Pemp" 0 0 1 7 995 0 0 0 0 1 3293 7 13 3 0 0 0 0 2 995 0 0 2 995 0 0 0 0 0 0 NA 0 0 8537 0 0 "Cnon"
"178829" "Shom" 41 "Fmar" 55 "Pemp" 0 0 3 9 0 14 59095 0 59095 1 2599 9 14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 6769 0 6 "Cnon"
"179072" "Sfem" 29 "Fcel" 54 "Psan" 0 0 0 0 100 0 0 0 0 1 333 0 568 0 0 0 0 0 1 100 0 0 1 100 0 0 0 0 0 0 NA 0 0 432 0 0 "Cnon"
"179366" "Sfem" 27 "Fcel" 51 "Psan" 0 0 2 8 0 0 0 0 0 1 -1106 8 13 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 1 0 1730 0 68 "Cnon"
"179732" "Sfem" 38 "Fmar" 49 "Psan" 0 0 0 0 118134 0 0 0 0 1 500 0 NA 0 0 0 2 123453 1 118134 1 118134 0 0 0 0 0 0 0 0 NA 0 0 242087 123453 0 "Cnon"
"183098" "Shom" 28 "Fcel" 46 "Psan" 0 0 0 9 19600 0 0 0 0 1 3382 4 14 5 29600 0 0 0 2 19600 1 0 1 19600 0 0 0 0 0 0 1 1 0 21245 0 3 "Cnon"
"240682" "Shom" 56 "Fmar" 297 "Pcad" 0 0 4 54 8797 5 40924 8823 32101 1 38913 43 14 20 101000 0 13 5449561 2 8797 0 0 2 8797 0 0 0 0 0 0 0 1 0 6009132 6000216 8 "Cnon"
"241459" "Sfem" 64 "Fdiv" 283 "Pemp" 0 0 1 2 14937 89 5207 5207 0 1 11188 2 29 3 24699 0 1 246956 2 14937 1 0 1 14937 0 0 0 0 0 0 0 1 0 269661 249756 0 "Cnon"
"242032" "Shom" 44 "Fmar" 274 "Pemp" 0 0 0 21 56280 20 252328 2621 0 2 5053 21 13 53 0 249707 0 0 1 56280 1 56280 0 0 0 0 0 0 0 0 20 1 0 60594 0 7 "Cnon"
"242851" "Sfem" 43 "Fmar" 260 "Pcad" 0 0 0 0 31867 0 0 0 0 1 798 0 NA 0 0 0 0 0 1 31867 1 31867 0 0 0 0 0 0 0 0 NA 0 0 32865 200 0 "Cnon"
"243052" "Shom" 59 "Fmar" 258 "Pcad" 0 0 0 4 3266 48 32117 0 32117 1 3401 4 19 8 0 0 0 0 1 3266 0 0 1 3266 0 0 0 0 0 0 NA 0 0 6688 0 0 "Cnon"
"243287" "Sfem" 58 "Fcel" 255 "Pemp" 0 0 0 12 0 0 2229 2229 0 1 10412 12 14 46 5400 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 23 1 0 2150 2150 4 "Cnon"
"243476" "Shom" 47 "Fmar" 252 "Pemp" 0 0 1 22 0 0 0 0 0 1 15929 22 13 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 19679 0 0 "Cnon"
"244022" "Shom" 48 "Fveu" 244 "Pint" 0 0 1 0 195113 0 0 0 0 1 51017 0 40 1 0 0 1 57676 2 195113 2 195113 0 0 0 0 0 0 0 0 NA 0 0 944977 700973 0 "Cnon"
"246151" "Sfem" 57 "Fdiv" 212 "Pcad" 0 0 6 12 102749 9 74720 0 34715 2 11746 12 13 26 0 40005 0 0 4 102749 2 72525 2 30224 0 0 0 0 0 0 7 1 0 128783 0 0 "Cnon"
"246567" "Shom" 60 "Fmar" 206 "Pint" 0 0 2 26 122898 0 0 0 0 1 3527 19 13 39 0 0 0 0 3 122898 1 97241 2 25657 0 0 0 0 0 0 8 1 0 127819 0 0 "Cnon"
"246721" "Shom" 62 "Fmar" 204 "Pcad" 0 0 3 14 290758 0 0 0 0 1 9251 14 13 42 0 0 2 84634 3 290758 2 244758 1 46000 0 0 0 0 0 0 19 2 0 439327 98498 0 "Cnon"
"246726" "Sfem" 41 "Fcel" 203 "Pint" 0 0 2 3 110 0 0 0 0 1 1555 3 21 7 0 0 0 0 1 110 0 0 1 110 0 0 0 0 0 0 NA 0 0 1396 0 0 "Cnon"
"248296" "Shom" 25 "Fcel" 179 "Psan" 0 0 0 0 2530 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2530 1 2530 0 0 0 0 0 0 0 0 NA 0 0 2530 0 0 "Cnon"
"248433" "Sfem" 22 "Fcel" 800 "Psan" 0 0 0 1 108044 0 0 0 0 1 2167 1 35 6 0 0 0 0 2 108044 2 108044 0 0 0 0 0 0 0 0 NA 0 0 110185 0 0 "Cnon"
"249231" "Sfem" 40 "Fdiv" 182 "Psan" 0 0 0 1 17866 40 869 95 774 1 -105 1 14 5 0 0 0 0 2 17866 2 17866 0 0 0 0 0 0 0 0 NA 0 0 17866 0 63 "Cnon"
"249341" "Sfem" 20 "Fcel" 208 "Psan" 0 0 2 3 0 0 0 0 0 1 -2 3 13 34 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 3613 0 52 "Cnon"
"250281" "Sfem" 62 "Fcel" 202 "Part" 0 0 2 13 89930 60 602158 0 0 1 10009 6 13 15 0 602158 0 0 3 89930 2 49697 1 40233 0 0 0 0 0 0 NA 0 0 101239 6565 0 "Cnon"
"250802" "Sfem" 41 "Fmar" 146 "Pemp" 0 0 0 0 165924 0 0 0 0 0 0 0 0 0 0 0 1 28758 3 165924 2 107491 0 0 1 58433 0 0 0 0 NA 0 0 194682 28758 0 "Cnon"
"251094" "Shom" 19 "Fcel" 142 "Psan" 0 0 1 0 401 0 0 0 0 0 0 0 0 0 0 0 0 0 1 401 0 0 1 401 0 0 0 0 0 0 NA 0 0 401 0 0 "Cnon"
"256997" "Shom" 57 "Fmar" 72 "Pcad" 0 0 0 0 559559 0 0 0 0 0 0 0 0 0 0 0 0 0 1 559559 0 0 0 0 1 559559 0 0 0 0 NA 0 0 559559 0 0 "Cnon"
"257040" "Shom" 41 "Fmar" 72 "Pemp" 0 0 2 12 341 22 339519 0 0 1 4955 12 13 21 0 339519 0 0 1 341 0 0 1 341 0 0 0 0 0 0 NA 0 0 13597 0 3 "Cnon"
"257100" "Shom" 59 "Fmar" 71 "Pcad" 0 0 1 19 0 0 0 0 0 2 11982 19 13 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 2 0 11811 0 0 "Cnon"
"257102" "Sfem" 51 "Fmar" 211 "Pemp" 0 0 0 2 22533 0 0 0 0 0 0 0 0 0 0 0 0 0 2 22533 0 0 1 5000 1 17533 0 0 0 0 NA 0 0 22733 200 0 "Cnon"
"257382" "Sfem" 24 "Fcel" 69 "Pemp" 0 0 0 0 0 0 0 0 0 1 154 0 183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 289 0 0 "Cnon"
"257832" "Shom" 32 "Fcel" 64 "Pemp" 0 0 0 7 60112 0 0 0 0 1 4541 7 13 13 0 0 1 21797 2 60112 1 35112 1 25000 0 0 0 0 0 0 0 1 0 83202 21952 0 "Cnon"
"259018" "Shom" 51 "Fmar" 216 "Pcad" 0 0 1 21 71210 19 321116 0 0 1 4803 21 13 71 0 321116 0 0 4 71210 1 0 3 71210 0 0 0 0 0 0 33 1 0 80390 0 3 "Cnon"
"342005" "Sfem" 59 "Fmar" 169 "Pint" 0 0 2 12 2727 37 321244 0 112955 1 -155 12 13 35 0 208289 0 0 2 2727 0 0 2 2727 0 0 0 0 0 0 2 1 0 8270 0 55 "Cnon"
"342018" "Shom" 52 "Fcel" 168 "Pemp" 0 0 2 7 30796 0 0 0 0 1 3894 7 14 23 24500 0 1 71658 2 30796 0 0 2 30796 0 0 0 0 0 0 10 1 0 104080 72158 0 "Cnon"
"342140" "Shom" 53 "Fmar" 161 "Pouv" 0 0 1 10 240 10 30976 2603 28373 1 1443 10 14 20 0 0 1 18341 2 240 0 0 2 240 0 0 0 0 0 0 1 1 0 18581 18341 35 "Cnon"
"405131" "Shom" 56 "Fmar" 837 "Pemp" 0 0 0 20 81184 0 0 0 0 1 14164 18 14 48 0 0 1 60990 3 81184 2 48307 1 32877 0 0 0 0 0 0 18 1 0 163087 61190 0 "Cnon"
"441390" "Sfem" 60 "Fmar" 293 "Pint" 0 0 0 12 20461 0 0 0 0 1 4963 12 13 31 0 0 0 0 2 20461 0 0 2 20461 0 0 0 0 0 0 5 1 0 23764 0 0 "Cnon"
"442434" "Shom" 62 "Fmar" 282 "Pcad" 0 0 5 7 0 0 0 0 0 1 16210 7 13 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 12678 0 0 "Cnon"
"443514" "Sfem" 51 "Fdiv" 271 "Pouv" 0 0 0 30 53123 0 2526 2526 0 1 27167 30 14 16 21000 0 1 54924 4 53123 1 0 3 53123 0 0 0 0 0 0 6 1 0 120566 67443 0 "Cnon"
"443569" "Sfem" 56 "Fcel" 270 "Pemp" 0 0 0 14 0 0 0 0 0 1 11616 14 13 10 5100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 6347 0 0 "Cnon"
"443885" "Shom" 51 "Fmar" 267 "Pint" 0 0 2 15 101 0 0 0 0 1 7975 15 14 18 31400 0 0 0 1 101 0 0 1 101 0 0 0 0 0 0 1 1 0 18643 0 0 "Cnon"
"445266" "Shom" 59 "Fmar" 258 "Pemp" 0 0 0 24 332 0 0 0 0 1 -1289 24 13 78 19600 0 0 0 1 332 0 0 1 332 0 0 0 0 0 0 48 2 0 3879 550 57 "Cnon"
"445298" "Sfem" 32 "Fcel" 258 "Pint" 0 0 0 13 107561 0 0 0 0 1 3638 13 13 44 50800 0 0 0 2 107561 2 107561 0 0 0 0 0 0 0 0 11 1 0 112759 0 0 "Cnon"
"448283" "Shom" 39 "Fcel" 234 "Pouv" 0 0 1 4 0 0 0 0 0 1 7422 4 13 23 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 14 1 0 4887 200 0 "Cnon"
"450546" "Sfem" 56 "Fmar" 206 "Pcad" 0 0 0 19 228983 0 0 0 0 1 16097 19 13 34 10000 0 0 0 1 228983 0 0 1 228983 0 0 0 0 0 0 0 1 1 250573 200 0 "Cnon"
"450778" "Shom" 61 "Fmar" 203 "Pouv" 0 0 1 10 210068 0 0 0 0 2 2939 10 13 15 0 0 0 0 3 210068 1 68710 2 141358 0 0 0 0 0 0 NA 0 0 212364 0 0 "Cnon"
"451145" "Shom" 49 "Fmar" 198 "Pcad" 0 0 0 0 0 0 0 0 0 1 485 0 40 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 748 500 0 "Cnon"
"451416" "Shom" 34 "Fcel" 194 "Pouv" 0 0 0 8 550 6 3701 3701 0 1 2936 8 13 39 0 0 0 0 1 550 0 0 1 550 0 0 0 0 0 0 0 1 1 7057 200 9 "Cnon"
"452000" "Sfem" 36 "Fmar" 187 "Psan" 0 0 1 14 34184 36 419265 0 0 1 6406 14 14 23 0 419265 1 19205 2 34184 0 0 1 29846 1 4338 0 0 0 0 15 2 1 60439 19205 0 "Cnon"
"454012" "Shom" 46 "Fmar" 165 "Pemp" 0 0 1 15 29648 0 0 0 0 1 13641 15 14 38 0 0 2 63648 1 29648 0 0 1 29648 0 0 0 0 0 0 10 1 0 114807 63648 0 "Cnon"
"455285" "Sfem" 27 "Fcel" 154 "Pemp" 0 0 0 7 300 0 5166 5166 0 1 -3635 6 13 23 183000 0 0 0 2 300 0 0 2 300 0 0 0 0 0 0 NA 0 0 300 0 90 "Cnon"
"455405" "Sfem" 27 "Fcel" 153 "Pcad" 0 0 5 12 51327 14 34927 0 34927 2 2217 12 13 50 21490 0 0 0 1 51327 1 51327 0 0 0 0 0 0 0 0 25 3 1 58655 155 12 "Cnon"
"457915" "Shom" 52 "Fmar" 127 "Pcad" 0 0 2 5 122 0 0 0 0 1 1393 4 13 12 0 0 0 0 1 122 0 0 1 122 0 0 0 0 0 0 0 2 2 357 0 2 "Cnon"
"458069" "Shom" 38 "Fcel" 126 "Pouv" 0 0 0 19 15360 0 0 0 0 1 5248 19 13 31 34900 0 0 0 1 15360 1 15360 0 0 0 0 0 0 0 0 11 1 0 15727 200 0 "Cnon"
"458263" "Shom" 23 "Fcel" 124 "Psan" 0 0 1 3 157 0 0 0 0 1 4809 3 15 26 0 0 0 0 1 157 0 0 1 157 0 0 0 0 0 0 0 1 1 3431 0 0 "Cnon"
"459403" "Shom" 32 "Fmar" 109 "Pemp" 0 0 0 9 21153 23 290314 0 0 1 5169 8 13 31 0 290314 1 50347 3 21153 2 20909 1 244 0 0 0 0 0 0 6 1 0 82240 50347 0 "Cnon"
"459614" "Shom" 27 "Fcel" 107 "Psan" 0 0 1 3 0 0 0 0 0 1 1466 3 21 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 50 0 0 "Cnon"
"460258" "Shom" 24 "Fcel" 97 "Psan" 0 0 0 2 47000 0 0 0 0 0 0 0 0 0 0 0 0 0 1 47000 1 47000 0 0 0 0 0 0 0 0 NA 0 0 47000 0 0 "Cnon"
"460756" "Sfem" 40 "Fmar" 88 "Pemp" 0 0 2 31 201795 2 3441 3441 0 1 4582 17 13 85 20500 0 0 0 2 201795 0 0 2 201795 0 0 0 0 0 0 34 2 0 207249 112 0 "Cnon"
"461748" "Shom" 55 "Fmar" 77 "Psan" 0 0 0 0 0 0 0 0 0 1 2426 0 107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 2425 0 0 "Cnon"
"463683" "Shom" 40 "Fmar" 59 "Pemp" 0 0 0 0 392 0 0 0 0 1 44 0 330 0 0 0 0 0 1 392 0 0 1 392 0 0 0 0 0 0 0 1 1 435 0 0 "Cnon"
"463938" "Shom" 46 "Fuli" 56 "Pouv" 0 0 0 11 185 13 50363 15914 34449 1 -9113 11 14 30 88800 0 0 0 2 185 1 0 1 185 0 0 0 0 0 0 10 1 0 185 0 87 "Cnon"
"507157" "Sfem" 55 "Fmar" 337 "Pint" 0 0 0 13 0 0 0 0 0 1 3396 13 14 28 38000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1 0 6489 0 33 "Cnon"
"515686" "Shom" 63 "Fmar" 848 "Pemp" 0 0 0 8 0 32 181462 0 0 2 41010 8 13 21 26000 181462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 45660 0 0 "Cnon"
"518795" "Sfem" 39 "Fmar" 19 "Psan" 0 0 1 7 0 0 0 0 0 1 94798 7 14 47 0 0 2 219162 0 0 0 0 0 0 0 0 0 0 0 0 23 1 0 308579 224566 0 "Cnon"
"519058" "Shom" 27 "Finc" 128 "Pemp" 0 0 0 0 0 0 0 0 0 1 388 0 191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 387 0 0 "Cnon"
"521405" "Shom" 54 "Fmar" 57 "Psan" 0 0 4 4 0 0 0 0 0 1 289 4 22 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 8 0 14 "Cnon"
"521569" "Sfem" 35 "Fcel" 54 "Pcad" 0 0 0 10 10228 0 0 0 0 1 3743 10 13 50 14000 0 0 0 2 10228 0 0 2 10228 0 0 0 0 0 0 0 1 0 15564 0 0 "Cnon"
"521575" "Shom" 59 "Fmar" 89 "Pint" 0 0 0 13 214257 0 0 0 0 1 4084 13 13 34 0 0 1 22388 2 214257 1 185757 1 28500 0 0 0 0 0 0 NA 0 0 248962 26420 0 "Cnon"
"543267" "Sfem" 46 "Fmar" 271 "Pemp" 0 0 0 6 1029 0 941 941 0 1 682 6 13 28 0 0 0 0 1 1029 0 0 1 1029 0 0 0 0 0 0 0 1 0 1029 0 36 "Cnon"
"543326" "Shom" 55 "Fmar" 270 "Pouv" 0 0 3 12 35696 12 59230 0 59230 1 2814 12 13 27 32000 0 0 0 2 35696 1 35602 1 94 0 0 0 0 0 0 NA 0 0 35899 0 5 "Cnon"
"543411" "Shom" 52 "Fmar" 269 "Pemp" 0 0 3 13 0 31 284398 109 0 1 556 13 13 17 0 284289 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 38 "Cnon"
"544398" "Shom" 62 "Fmar" 257 "Pcad" 0 0 0 14 2560 0 0 0 0 1 7588 14 13 19 10000 0 0 0 2 2560 1 2298 1 262 0 0 0 0 0 0 0 1 1 13415 0 0 "Cnon"
"547162" "Shom" 59 "Fmar" 222 "Pret" 0 0 1 3 0 38 27343 0 0 1 3581 3 15 10 0 27343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 2652 0 0 "Cnon"
"547519" "Shom" 26 "Fcel" 218 "Psan" 0 0 0 0 130 0 0 0 0 1 14 0 296 0 0 0 0 0 1 130 0 0 1 130 0 0 0 0 0 0 NA 0 0 343 200 0 "Cnon"
"547562" "Sfem" 59 "Fmar" 217 "Pint" 0 0 0 0 4291 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4291 1 4291 0 0 0 0 0 0 0 0 NA 0 0 4291 0 0 "Cnon"
"549153" "Shom" 40 "Fmar" 196 "Pemp" 0 0 0 12 612345 0 0 0 0 1 9842 12 13 39 0 0 1 65601 5 612345 2 407927 2 94830 1 109588 0 0 0 0 28 1 0 684603 66101 0 "Cnon"
"550997" "Shom" 45 "Fmar" 171 "Pouv" 0 0 1 8 349 22 20371 20371 0 1 5852 8 13 9 0 0 0 0 1 349 0 0 1 349 0 0 0 0 0 0 2 1 0 3073 0 0 "Cnon"
"552000" "Sfem" 41 "Fcel" 158 "Pemp" 0 0 1 24 225843 0 0 0 0 1 38854 11 14 26 0 0 1 54153 5 225843 2 150918 2 74060 1 865 0 0 0 0 4 1 0 301412 60837 0 "Cnon"
"552783" "Shom" 39 "Fmar" 148 "Pemp" 0 0 3 13 128982 0 0 0 0 1 9123 13 13 68 0 0 0 0 2 128982 1 94506 1 34476 0 0 0 0 0 0 7 1 0 145254 0 0 "Cnon"
"552995" "Shom" 36 "Fcel" 145 "Pint" 0 0 1 24 24101 16 323410 0 0 1 34208 24 13 66 0 323410 0 0 2 24101 0 0 2 24101 0 0 0 0 0 0 30 1 0 50042 0 0 "Cnon"
"554191" "Shom" 32 "Fmar" 304 "Pemp" 0 0 0 9 58224 32 414442 0 0 2 2501 9 13 27 0 414442 0 0 3 58224 1 24853 2 33371 0 0 0 0 0 0 10 1 0 73878 0 1 "Cnon"
"554430" "Shom" 30 "Fcel" 138 "Psan" 0 0 2 1 27872 77 0 0 0 1 385 1 37 3 0 0 1 47453 1 27872 1 27872 0 0 0 0 0 0 0 0 0 1 1 76028 47453 23 "Cnon"
"554867" "Sfem" 21 "Fcel" 129 "Psan" 0 0 0 0 0 0 0 0 0 1 0 0 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 21 0 0 "Cnon"
"554916" "Sfem" 24 "Fcel" 144 "Psan" 0 0 1 11 445 37 179820 0 0 1 10132 11 14 8 7500 179820 0 0 2 445 0 0 2 445 0 0 0 0 0 0 0 1 1 3799 0 0 "Cnon"
"555686" "Sfem" 45 "Fmar" 118 "Pemp" 0 0 4 9 1607 0 0 0 0 1 -1012 8 14 42 15100 0 0 0 1 1607 0 0 1 1607 0 0 0 0 0 0 0 1 1 2301 0 72 "Cnon"
"556070" "Shom" 27 "Fcel" 111 "Psan" 0 0 0 15 89838 0 0 0 0 1 46261 15 14 19 0 0 0 0 1 89838 1 89838 0 0 0 0 0 0 0 0 9 2 1 150277 5076 0 "Cnon"
"560085" "Sfem" 47 "Fmar" 296 "Pemp" 0 0 1 12 23498 5 16795 16795 0 1 3719 11 13 39 0 0 1 76934 2 23498 1 18934 1 4564 0 0 0 0 0 0 16 2 0 105586 76934 0 "Cnon"
"560172" "Shom" 54 "Fmar" 295 "Pint" 0 0 0 0 0 0 0 0 0 1 543 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 1043 500 0 "Cnon"
"560943" "Shom" 47 "Fmar" 279 "Pouv" 0 0 4 27 1058 3 12937 12937 0 1 6825 27 13 54 0 0 0 0 1 1058 0 0 1 1058 0 0 0 0 0 0 11 1 0 7603 0 13 "Cnon"
"561871" "Sfem" 52 "Fmar" 247 "Pemp" 0 0 0 5 21297 0 0 0 0 1 3888 5 13 14 0 0 0 0 1 21297 0 0 1 21297 0 0 0 0 0 0 0 1 1 26441 0 0 "Cnon"
"563027" "Sfem" 62 "Fmar" 197 "Pouv" 0 0 0 13 105207 0 0 0 0 1 2422 12 13 45 0 0 1 40324 4 105207 2 67143 2 38064 0 0 0 0 0 0 7 1 0 155403 45788 6 "Cnon"
"563822" "Shom" 32 "Fcel" 171 "Psan" 0 0 1 1 74755 0 0 0 0 1 2598 1 14 9 0 0 0 0 3 74755 1 34797 2 39958 0 0 0 0 0 0 1 1 0 86192 10319 0 "Cnon"
"563999" "Sfem" 29 "Fcel" 154 "Pemp" 0 0 1 29 271498 0 0 0 0 1 6146 22 13 54 6366 0 0 0 3 271498 1 217142 2 54356 0 0 0 0 0 0 22 1 0 276706 0 0 "Cnon"
"571022" "Shom" 48 "Fdiv" 170 "Pouv" 0 0 0 7 117811 0 0 0 0 1 2731 7 13 29 0 0 2 93415 3 117811 2 94237 1 23574 0 0 0 0 0 0 3 1 0 216338 93415 0 "Cnon"
